Date/Time,leaf_number,leaf_position,current,power,voltage,,condition,current,power,voltage
Sat Nov 23 12:26:26 2019,zero,nan,1.34,17.86,13.29,,normal,1.29,17.67,13.7
Sat Nov 23 12:26:27 2019,zero,nan,1.34,17.84,13.29,,normal,1.28,17.68,13.73
Sat Nov 23 12:26:28 2019,zero,nan,1.34,17.84,13.29,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:29 2019,zero,nan,1.34,17.84,13.31,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:30 2019,zero,nan,1.34,17.84,13.28,,normal,1.28,17.68,13.72
Sat Nov 23 12:26:31 2019,zero,nan,1.35,17.97,13.29,,normal,1.3,17.81,13.7
Sat Nov 23 12:26:32 2019,zero,nan,1.34,17.97,13.32,,normal,1.3,17.93,13.7
Sat Nov 23 12:26:33 2019,zero,nan,1.35,17.97,13.26,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:34 2019,zero,nan,1.34,17.86,13.29,,normal,1.28,17.68,13.74
Sat Nov 23 12:26:35 2019,zero,nan,1.35,17.97,13.31,,normal,1.28,17.67,13.71
Sat Nov 23 12:26:36 2019,zero,nan,1.34,17.84,13.29,,normal,1.3,17.94,13.72
Sat Nov 23 12:26:37 2019,zero,nan,1.33,17.73,13.29,,normal,1.3,17.94,13.71
Sat Nov 23 12:26:38 2019,zero,nan,1.34,17.84,13.29,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:39 2019,zero,nan,1.34,17.84,13.27,,normal,1.29,17.81,13.73
Sat Nov 23 12:26:40 2019,zero,nan,1.35,17.98,13.29,,normal,1.28,17.68,13.73
Sat Nov 23 12:26:41 2019,zero,nan,1.35,17.98,13.29,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:42 2019,zero,nan,1.34,17.86,13.3,,normal,1.29,17.68,13.69
Sat Nov 23 12:26:43 2019,zero,nan,1.35,17.98,13.28,,normal,1.28,17.67,13.72
Sat Nov 23 12:26:44 2019,zero,nan,1.35,17.98,13.29,,normal,1.29,17.81,13.73
Sat Nov 23 12:26:45 2019,zero,nan,1.35,17.98,13.32,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:46 2019,zero,nan,1.36,18.11,13.3,,normal,1.29,17.81,13.72
Sat Nov 23 12:26:47 2019,zero,nan,1.35,17.98,13.29,,normal,1.29,17.81,13.75
Sat Nov 23 12:26:48 2019,zero,nan,1.34,17.86,13.27,,normal,1.29,17.81,13.71
Sat Nov 23 12:26:49 2019,zero,nan,1.35,17.98,13.28,,normal,1.3,17.94,13.7
Sat Nov 23 12:26:50 2019,zero,nan,1.35,17.97,13.29,,normal,1.3,17.94,13.71
Sat Nov 23 12:26:51 2019,zero,nan,1.35,17.98,13.29,,normal,1.31,18.08,13.71
Sat Nov 23 12:26:52 2019,zero,nan,1.35,17.98,13.29,,normal,1.31,18.07,13.73
Sat Nov 23 12:26:53 2019,zero,nan,1.36,18.11,13.3,,normal,1.31,18.07,13.73
Sat Nov 23 12:26:54 2019,zero,nan,1.35,18.09,13.31,,normal,1.31,18.07,13.7
Sat Nov 23 12:26:55 2019,zero,nan,1.37,18.23,13.29,,normal,1.32,18.07,13.69
Sat Nov 23 12:26:56 2019,zero,nan,1.37,18.23,13.31,,normal,1.32,18.2,13.7
Sat Nov 23 12:26:57 2019,zero,nan,1.36,18.11,13.28,,normal,1.33,18.33,13.72
Sat Nov 23 12:26:58 2019,zero,nan,1.36,18.11,13.29,,normal,1.32,18.2,13.72
Sat Nov 23 12:26:59 2019,zero,nan,1.37,18.23,13.3,,normal,1.32,18.2,13.72
Sat Nov 23 12:27:00 2019,zero,nan,1.36,18.11,13.28,,normal,1.32,18.21,13.71
Sat Nov 23 12:27:01 2019,zero,nan,1.37,18.23,13.3,,normal,1.32,18.2,13.71
Sat Nov 23 12:27:02 2019,zero,nan,1.36,18.11,13.31,,normal,1.31,18.08,13.72
Sat Nov 23 12:27:03 2019,zero,nan,1.37,18.23,13.3,,normal,1.31,18.07,13.72
Sat Nov 23 12:27:04 2019,zero,nan,1.36,18.11,13.27,,normal,1.31,18.07,13.71
Sat Nov 23 12:27:05 2019,zero,nan,1.36,18.11,13.31,,normal,1.32,18.21,13.72
Sat Nov 23 12:27:06 2019,zero,nan,1.36,18.11,13.29,,normal,1.32,18.21,13.74
Sat Nov 23 12:27:07 2019,zero,nan,1.35,17.98,13.29,,normal,1.32,18.21,13.73
Sat Nov 23 12:27:08 2019,zero,nan,1.36,18.11,13.31,,normal,1.32,18.21,13.73
Sat Nov 23 12:27:09 2019,zero,nan,1.37,18.23,13.31,,normal,1.32,18.21,13.73
Sat Nov 23 12:27:10 2019,zero,nan,1.37,18.23,13.3,,normal,1.32,18.21,13.71
Sat Nov 23 12:27:11 2019,zero,nan,1.36,18.12,13.31,,normal,1.33,18.33,13.75
Sat Nov 23 12:27:12 2019,zero,nan,1.36,18.12,13.31,,normal,1.33,18.34,13.72
Sat Nov 23 12:27:13 2019,zero,nan,1.34,17.87,13.29,,normal,1.34,18.47,13.72
Sat Nov 23 12:27:14 2019,zero,nan,1.31,17.48,13.3,,normal,1.33,18.33,13.71
Sat Nov 23 12:27:15 2019,zero,nan,1.32,17.61,13.3,,normal,1.33,18.34,13.71
Sat Nov 23 12:27:16 2019,zero,nan,1.32,17.61,13.29,,normal,1.34,18.46,13.72
Sat Nov 23 12:27:17 2019,zero,nan,1.32,17.61,13.3,,normal,1.33,18.34,13.73
Sat Nov 23 12:27:18 2019,zero,nan,1.32,17.62,13.31,,normal,1.34,18.47,13.73
Sat Nov 23 12:27:19 2019,zero,nan,1.32,17.61,13.3,,normal,1.33,18.34,13.75
Sat Nov 23 12:27:20 2019,zero,nan,1.32,17.61,13.3,,normal,1.34,18.46,13.71
Sat Nov 23 12:27:21 2019,zero,nan,1.32,17.62,13.3,,normal,1.33,18.34,13.7
Sat Nov 23 12:27:22 2019,zero,nan,1.33,17.73,13.28,,normal,1.34,18.47,13.74
Sat Nov 23 12:27:23 2019,zero,nan,1.33,17.73,13.27,,normal,1.17,16.77,14.31
Sat Nov 23 12:27:24 2019,zero,nan,1.32,17.61,13.29,,normal,1.34,18.34,13.65
Sat Nov 23 12:27:25 2019,zero,nan,1.31,17.48,13.29,,normal,1.33,18.34,13.72
Sat Nov 23 12:27:26 2019,zero,nan,1.32,17.61,13.29,,normal,1.34,18.47,13.72
Sat Nov 23 12:27:27 2019,zero,nan,1.3,17.36,13.29,,normal,1.33,18.34,13.7
Sat Nov 23 12:27:28 2019,zero,nan,1.31,17.48,13.3,,normal,1.34,18.47,13.74
Sat Nov 23 12:27:29 2019,zero,nan,1.31,17.5,13.3,,normal,1.34,18.47,13.73
Sat Nov 23 12:27:30 2019,zero,nan,1.31,17.36,13.24,,normal,1.34,18.47,13.73
Sat Nov 23 12:27:31 2019,zero,nan,1.32,17.62,13.3,,normal,0.55,7.85,14.18
Sat Nov 23 12:27:32 2019,zero,nan,1.31,17.48,13.29,,normal,1.28,18.34,14.29
Sat Nov 23 12:27:33 2019,zero,nan,1.31,17.5,13.3,,normal,1.34,18.47,13.76
Sat Nov 23 12:27:34 2019,zero,nan,1.31,17.48,13.3,,normal,1.35,18.6,13.71
Sat Nov 23 12:27:35 2019,zero,nan,1.31,17.48,13.31,,normal,1.36,18.73,13.73
Sat Nov 23 12:27:36 2019,zero,nan,1.32,17.61,13.31,,normal,1.35,18.59,13.73
Sat Nov 23 12:27:37 2019,zero,nan,1.32,17.61,13.3,,normal,1.35,18.6,13.71
Sat Nov 23 12:27:38 2019,zero,nan,1.31,17.5,13.31,,normal,1.35,18.6,13.73
Sat Nov 23 12:27:39 2019,zero,nan,1.32,17.61,13.29,,normal,1.35,18.6,13.73
Sat Nov 23 12:27:40 2019,zero,nan,1.31,17.48,13.28,,normal,1.35,18.6,13.73
Sat Nov 23 12:27:41 2019,zero,nan,1.31,17.48,13.28,,normal,1.36,18.61,13.69
Sat Nov 23 12:27:42 2019,zero,nan,1.31,17.5,13.3,,normal,1.36,18.73,13.72
Sat Nov 23 12:27:43 2019,zero,nan,1.32,17.61,13.29,,normal,1.36,18.73,13.71
Sat Nov 23 12:27:44 2019,zero,nan,1.32,17.61,13.27,,normal,1.36,18.74,13.73
Sat Nov 23 12:27:45 2019,zero,nan,1.31,17.5,13.31,,normal,1.36,18.74,13.72
Sat Nov 23 12:27:46 2019,zero,nan,1.32,17.61,13.3,,normal,1.35,18.6,13.72
Sat Nov 23 12:27:47 2019,zero,nan,1.31,17.48,13.29,,normal,1.36,18.73,13.73
Sat Nov 23 12:27:48 2019,zero,nan,1.31,17.5,13.3,,normal,1.35,18.61,13.71
Sat Nov 23 12:27:49 2019,zero,nan,1.32,17.62,13.31,,normal,1.36,18.74,13.74
Sat Nov 23 12:27:50 2019,zero,nan,1.32,17.61,13.3,,normal,1.36,18.73,13.73
Sat Nov 23 12:27:51 2019,zero,nan,1.32,17.61,13.3,,normal,1.35,18.6,13.73
Sat Nov 23 12:27:53 2019,zero,nan,1.32,17.61,13.29,,normal,1.36,18.74,13.73
Sat Nov 23 12:27:54 2019,zero,nan,1.33,17.73,13.3,,normal,1.35,18.61,13.73
Sat Nov 23 12:27:55 2019,zero,nan,1.32,17.62,13.29,,normal,1.35,18.61,13.74
Sat Nov 23 12:27:56 2019,zero,nan,1.33,17.75,13.27,,normal,1.35,18.61,13.73
Sat Nov 23 12:27:57 2019,zero,nan,1.32,17.62,13.31,,normal,1.35,18.61,13.73
Sat Nov 23 12:27:58 2019,zero,nan,1.33,17.75,13.33,,normal,1.36,18.74,13.72
Sat Nov 23 12:27:59 2019,zero,nan,1.33,17.73,13.28,,normal,1.36,18.74,13.72
Sat Nov 23 12:28:00 2019,zero,nan,1.32,17.61,13.29,,normal,1.36,18.73,13.73
Sat Nov 23 12:28:01 2019,zero,nan,1.32,17.62,13.32,,normal,1.36,18.73,13.73
Sat Nov 23 12:28:02 2019,zero,nan,1.32,17.61,13.29,,normal,1.35,18.61,13.74
Sat Nov 23 12:28:03 2019,zero,nan,1.32,17.61,13.32,,normal,1.35,18.6,13.73
Sat Nov 23 12:28:04 2019,zero,nan,1.33,17.73,13.31,,normal,1.35,18.61,13.75
Sat Nov 23 12:28:05 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.87,13.74
Sat Nov 23 12:28:06 2019,zero,nan,1.31,17.5,13.3,,normal,1.36,18.74,13.73
Sat Nov 23 12:28:07 2019,zero,nan,1.31,17.48,13.31,,normal,1.36,18.74,13.73
Sat Nov 23 12:28:08 2019,zero,nan,1.32,17.62,13.32,,normal,1.36,18.74,13.75
Sat Nov 23 12:28:09 2019,zero,nan,1.32,17.61,13.3,,normal,1.37,18.87,13.71
Sat Nov 23 12:28:10 2019,zero,nan,1.32,17.61,13.3,,normal,1.35,18.61,13.73
Sat Nov 23 12:28:11 2019,zero,nan,1.31,17.5,13.31,,normal,1.36,18.74,13.74
Sat Nov 23 12:28:12 2019,zero,nan,1.32,17.61,13.32,,normal,1.36,18.74,13.73
Sat Nov 23 12:28:13 2019,zero,nan,1.31,17.5,13.3,,normal,1.36,18.74,13.75
Sat Nov 23 12:28:14 2019,zero,nan,1.31,17.5,13.31,,normal,1.36,18.74,13.75
Sat Nov 23 12:28:15 2019,zero,nan,1.32,17.62,13.32,,normal,1.36,18.76,13.73
Sat Nov 23 12:28:16 2019,zero,nan,1.32,17.61,13.31,,normal,1.36,18.74,13.74
Sat Nov 23 12:28:17 2019,zero,nan,1.32,17.61,13.3,,normal,1.36,18.74,13.76
Sat Nov 23 12:28:18 2019,zero,nan,1.32,17.62,13.29,,normal,1.36,18.74,13.71
Sat Nov 23 12:28:19 2019,zero,nan,1.32,17.62,13.3,,normal,1.36,18.74,13.73
Sat Nov 23 12:28:20 2019,zero,nan,1.32,17.61,13.29,,normal,1.36,18.74,13.74
Sat Nov 23 12:28:21 2019,zero,nan,1.32,17.62,13.31,,normal,1.37,18.87,13.74
Sat Nov 23 12:28:22 2019,zero,nan,1.31,17.5,13.31,,normal,1.36,18.74,13.74
Sat Nov 23 12:28:23 2019,zero,nan,1.31,17.5,13.31,,normal,1.37,18.87,13.73
Sat Nov 23 12:28:24 2019,zero,nan,1.32,17.62,13.32,,normal,1.36,18.74,13.75
Sat Nov 23 12:28:25 2019,zero,nan,1.32,17.62,13.31,,normal,1.36,18.74,13.73
Sat Nov 23 12:28:26 2019,zero,nan,1.32,17.62,13.31,,normal,1.37,18.87,13.75
Sat Nov 23 12:28:27 2019,zero,nan,1.31,17.5,13.29,,normal,1.37,18.87,13.73
Sat Nov 23 12:28:28 2019,zero,nan,1.32,17.62,13.31,,normal,1.36,18.74,13.71
Sat Nov 23 12:28:29 2019,zero,nan,1.32,17.62,13.31,,normal,1.36,18.74,13.72
Sat Nov 23 12:28:30 2019,zero,nan,1.33,17.75,13.31,,normal,1.36,18.74,13.75
Sat Nov 23 12:28:31 2019,zero,nan,1.32,17.62,13.3,,normal,1.36,18.74,13.74
Sat Nov 23 12:28:32 2019,zero,nan,1.32,17.61,13.31,,normal,1.37,18.87,13.75
Sat Nov 23 12:28:33 2019,zero,nan,1.32,17.62,13.3,,normal,1.37,18.89,13.74
Sat Nov 23 12:28:34 2019,zero,nan,1.32,17.62,13.32,,normal,1.36,18.76,13.73
Sat Nov 23 12:28:35 2019,zero,nan,1.32,17.62,13.29,,normal,1.38,19.02,13.75
Sat Nov 23 12:28:36 2019,zero,nan,1.32,17.62,13.31,,normal,1.37,18.87,13.73
Sat Nov 23 12:28:37 2019,zero,nan,1.32,17.62,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:28:38 2019,zero,nan,1.33,17.75,13.3,,normal,1.37,18.89,13.77
Sat Nov 23 12:28:39 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.87,13.75
Sat Nov 23 12:28:40 2019,zero,nan,1.32,17.62,13.29,,normal,1.37,18.89,13.73
Sat Nov 23 12:28:41 2019,zero,nan,1.32,17.62,13.31,,normal,1.37,18.89,13.76
Sat Nov 23 12:28:42 2019,zero,nan,1.32,17.62,13.3,,normal,1.38,19.02,13.74
Sat Nov 23 12:28:43 2019,zero,nan,1.31,17.5,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:28:44 2019,zero,nan,1.33,17.75,13.3,,normal,1.36,18.76,13.75
Sat Nov 23 12:28:45 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.74
Sat Nov 23 12:28:46 2019,zero,nan,1.32,17.62,13.29,,normal,1.36,18.76,13.73
Sat Nov 23 12:28:47 2019,zero,nan,1.33,17.75,13.31,,normal,1.38,19.02,13.75
Sat Nov 23 12:28:48 2019,zero,nan,1.32,17.62,13.32,,normal,1.38,19.02,13.74
Sat Nov 23 12:28:49 2019,zero,nan,1.33,17.75,13.29,,normal,1.36,18.76,13.74
Sat Nov 23 12:28:50 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:28:51 2019,zero,nan,1.33,17.75,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:28:52 2019,zero,nan,1.33,17.75,13.31,,normal,1.36,18.76,13.73
Sat Nov 23 12:28:53 2019,zero,nan,1.33,17.76,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:28:54 2019,zero,nan,1.33,17.75,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:28:55 2019,zero,nan,1.33,17.75,13.34,,normal,1.37,18.89,13.74
Sat Nov 23 12:28:56 2019,zero,nan,1.34,17.88,13.29,,normal,1.37,18.87,13.76
Sat Nov 23 12:28:57 2019,zero,nan,1.33,17.75,13.28,,normal,1.37,18.87,13.72
Sat Nov 23 12:28:58 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.73
Sat Nov 23 12:28:59 2019,zero,nan,1.32,17.62,13.31,,normal,1.37,18.89,13.72
Sat Nov 23 12:29:00 2019,zero,nan,1.32,17.62,13.32,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:01 2019,zero,nan,1.33,17.75,13.3,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:02 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:03 2019,zero,nan,1.33,17.76,13.31,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:04 2019,zero,nan,1.31,17.5,13.3,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:05 2019,zero,nan,1.33,17.75,13.32,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:06 2019,zero,nan,1.34,17.88,13.31,,normal,1.36,18.74,13.75
Sat Nov 23 12:29:07 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:08 2019,zero,nan,1.32,17.62,13.32,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:09 2019,zero,nan,1.33,17.76,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:10 2019,zero,nan,1.34,17.88,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:11 2019,zero,nan,1.33,17.76,13.32,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:12 2019,zero,nan,1.33,17.75,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:13 2019,zero,nan,1.33,17.76,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:14 2019,zero,nan,1.32,17.62,13.3,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:15 2019,zero,nan,1.33,17.76,13.31,,normal,1.37,18.87,13.73
Sat Nov 23 12:29:16 2019,zero,nan,1.34,17.87,13.32,,normal,1.37,18.87,13.75
Sat Nov 23 12:29:17 2019,zero,nan,1.34,17.87,13.32,,normal,1.37,18.89,13.76
Sat Nov 23 12:29:18 2019,zero,nan,1.33,17.76,13.31,,normal,1.38,19.02,13.76
Sat Nov 23 12:29:19 2019,zero,nan,1.34,17.88,13.31,,normal,1.36,18.76,13.73
Sat Nov 23 12:29:20 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.89,13.76
Sat Nov 23 12:29:21 2019,zero,nan,1.35,18.01,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:22 2019,zero,nan,1.33,17.75,13.31,,normal,1.37,18.89,13.72
Sat Nov 23 12:29:23 2019,zero,nan,1.34,17.87,13.33,,normal,1.37,18.87,13.73
Sat Nov 23 12:29:24 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.89,13.72
Sat Nov 23 12:29:25 2019,zero,nan,1.34,17.88,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:26 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:27 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.9,13.73
Sat Nov 23 12:29:28 2019,zero,nan,1.34,17.88,13.32,,normal,1.38,19.02,13.73
Sat Nov 23 12:29:29 2019,zero,nan,1.34,17.88,13.32,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:30 2019,zero,nan,1.35,18,13.33,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:31 2019,zero,nan,1.34,17.88,13.33,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:32 2019,zero,nan,1.35,18.01,13.33,,normal,1.36,18.76,13.74
Sat Nov 23 12:29:33 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.89,13.74
Sat Nov 23 12:29:34 2019,zero,nan,1.34,17.87,13.31,,normal,1.36,18.76,13.75
Sat Nov 23 12:29:35 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.9,13.76
Sat Nov 23 12:29:36 2019,zero,nan,1.34,17.88,13.33,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:37 2019,zero,nan,1.35,18.01,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:38 2019,zero,nan,1.34,17.88,13.31,,normal,1.37,18.89,13.76
Sat Nov 23 12:29:39 2019,zero,nan,1.35,18.01,13.31,,normal,1.37,18.89,13.72
Sat Nov 23 12:29:41 2019,zero,nan,1.35,18.01,13.29,,normal,1.37,18.9,13.73
Sat Nov 23 12:29:42 2019,zero,nan,1.34,17.88,13.3,,normal,1.37,18.89,13.76
Sat Nov 23 12:29:43 2019,zero,nan,1.34,17.9,13.33,,normal,1.37,18.9,13.75
Sat Nov 23 12:29:44 2019,zero,nan,1.34,17.87,13.33,,normal,1.37,18.9,13.74
Sat Nov 23 12:29:45 2019,zero,nan,1.35,18.01,13.31,,normal,1.38,19.02,13.76
Sat Nov 23 12:29:46 2019,zero,nan,1.34,17.88,13.29,,normal,1.38,19.03,13.76
Sat Nov 23 12:29:47 2019,zero,nan,1.36,18.13,13.31,,normal,1.38,19.02,13.76
Sat Nov 23 12:29:48 2019,zero,nan,1.35,18.01,13.31,,normal,1.37,18.9,13.73
Sat Nov 23 12:29:49 2019,zero,nan,1.35,18.13,13.34,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:50 2019,zero,nan,1.35,18.01,13.32,,normal,1.38,19.02,13.75
Sat Nov 23 12:29:51 2019,zero,nan,1.35,18.01,13.32,,normal,1.38,19.02,13.76
Sat Nov 23 12:29:52 2019,zero,nan,1.36,18.13,13.31,,normal,1.37,18.9,13.75
Sat Nov 23 12:29:53 2019,zero,nan,1.36,18.13,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:29:54 2019,zero,nan,1.35,18.02,13.31,,normal,1.37,18.89,13.73
Sat Nov 23 12:29:55 2019,zero,nan,1.35,18.01,13.3,,normal,1.37,18.89,13.75
Sat Nov 23 12:29:56 2019,zero,nan,1.36,18.13,13.33,,normal,1.38,19.03,13.75
Sat Nov 23 12:29:57 2019,zero,nan,1.37,18.27,13.32,,normal,1.37,18.89,13.78
Sat Nov 23 12:29:58 2019,zero,nan,1.35,18.01,13.31,,normal,1.37,18.89,13.76
Sat Nov 23 12:29:59 2019,zero,nan,1.37,18.26,13.32,,normal,1.38,19.02,13.77
Sat Nov 23 12:30:00 2019,zero,nan,1.36,18.13,13.32,,normal,1.37,18.9,13.77
Sat Nov 23 12:30:01 2019,zero,nan,1.36,18.13,13.31,,normal,1.37,18.9,13.74
Sat Nov 23 12:30:02 2019,zero,nan,1.36,18.15,13.31,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:03 2019,zero,nan,1.35,18.01,13.32,,normal,1.37,18.89,13.75
Sat Nov 23 12:30:04 2019,zero,nan,1.36,18.13,13.29,,normal,1.37,18.89,13.75
Sat Nov 23 12:30:05 2019,zero,nan,1.36,18.13,13.31,,normal,1.38,19.03,13.76
Sat Nov 23 12:30:06 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:07 2019,zero,nan,1.37,18.26,13.32,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:08 2019,zero,nan,1.36,18.15,13.31,,normal,1.36,18.77,13.72
Sat Nov 23 12:30:09 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.89,13.73
Sat Nov 23 12:30:10 2019,zero,nan,1.36,18.15,13.34,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:11 2019,zero,nan,1.36,18.13,13.33,,normal,1.38,19.02,13.77
Sat Nov 23 12:30:12 2019,zero,nan,1.36,18.13,13.33,,normal,1.38,19.03,13.77
Sat Nov 23 12:30:13 2019,zero,nan,1.36,18.13,13.33,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:14 2019,zero,nan,1.36,18.15,13.32,,normal,1.38,19.03,13.77
Sat Nov 23 12:30:15 2019,zero,nan,1.36,18.13,13.33,,normal,1.37,18.9,13.74
Sat Nov 23 12:30:16 2019,zero,nan,1.37,18.26,13.32,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:17 2019,zero,nan,1.36,18.15,13.32,,normal,1.38,19.03,13.72
Sat Nov 23 12:30:18 2019,zero,nan,1.36,18.26,13.34,,normal,1.37,18.89,13.75
Sat Nov 23 12:30:19 2019,zero,nan,1.35,18.02,13.33,,normal,1.37,18.89,13.76
Sat Nov 23 12:30:20 2019,zero,nan,1.36,18.15,13.32,,normal,1.36,18.77,13.76
Sat Nov 23 12:30:21 2019,zero,nan,1.36,18.15,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:30:22 2019,zero,nan,1.35,18.01,13.33,,normal,1.37,18.89,13.74
Sat Nov 23 12:30:23 2019,zero,nan,1.37,18.27,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:24 2019,zero,nan,1.36,18.15,13.33,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:25 2019,zero,nan,1.37,18.27,13.34,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:26 2019,zero,nan,1.36,18.15,13.33,,normal,1.37,18.9,13.77
Sat Nov 23 12:30:27 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:28 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:29 2019,zero,nan,1.35,18.02,13.26,,normal,1.37,18.9,13.72
Sat Nov 23 12:30:30 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:31 2019,zero,nan,1.37,18.27,13.28,,normal,1.37,18.9,13.74
Sat Nov 23 12:30:32 2019,zero,nan,1.37,18.27,13.31,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:33 2019,zero,nan,1.36,18.15,13.33,,normal,1.38,19.02,13.75
Sat Nov 23 12:30:34 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.78
Sat Nov 23 12:30:35 2019,zero,nan,1.37,18.4,13.34,,normal,1.38,19.03,13.77
Sat Nov 23 12:30:36 2019,zero,nan,1.37,18.27,13.33,,normal,1.38,19.03,13.74
Sat Nov 23 12:30:37 2019,zero,nan,1.37,18.27,13.31,,normal,1.37,18.89,13.75
Sat Nov 23 12:30:38 2019,zero,nan,1.37,18.27,13.33,,normal,1.38,19.03,13.76
Sat Nov 23 12:30:39 2019,zero,nan,1.37,18.26,13.33,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:40 2019,zero,nan,1.37,18.4,13.34,,normal,1.38,19.03,13.77
Sat Nov 23 12:30:41 2019,zero,nan,1.37,18.27,13.32,,normal,1.37,18.9,13.77
Sat Nov 23 12:30:42 2019,zero,nan,1.37,18.27,13.34,,normal,1.37,18.9,13.77
Sat Nov 23 12:30:43 2019,zero,nan,1.36,18.15,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:44 2019,zero,nan,1.38,18.4,13.29,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:45 2019,zero,nan,1.37,18.27,13.34,,normal,1.38,19.03,13.76
Sat Nov 23 12:30:46 2019,zero,nan,1.38,18.4,13.33,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:47 2019,zero,nan,1.37,18.27,13.34,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:48 2019,zero,nan,1.39,18.52,13.32,,normal,1.37,18.9,13.76
Sat Nov 23 12:30:49 2019,zero,nan,1.38,18.52,13.34,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:50 2019,zero,nan,1.39,18.52,13.32,,normal,1.38,19.03,13.76
Sat Nov 23 12:30:51 2019,zero,nan,1.38,18.52,13.34,,normal,1.38,19.03,13.76
Sat Nov 23 12:30:52 2019,zero,nan,1.38,18.4,13.32,,normal,1.38,19.03,13.75
Sat Nov 23 12:30:53 2019,zero,nan,1.38,18.4,13.32,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:54 2019,zero,nan,1.38,18.4,13.33,,normal,1.37,18.9,13.75
Sat Nov 23 12:30:55 2019,zero,nan,1.38,18.4,13.32,,normal,1.38,19.03,13.75
