Date/Time,leaf_number,leaf_position,current,power,voltage,,condition,current,power,voltage
Sat Nov 23 12:56:46 2019,three,corner,0.81,11.23,13.83,,normal,1.32,18.35,13.82
Sat Nov 23 12:56:47 2019,three,corner,0.8,11.11,13.83,,normal,1.31,18.22,13.83
Sat Nov 23 12:56:48 2019,three,corner,0.8,11.1,13.82,,normal,1.32,18.35,13.84
Sat Nov 23 12:56:49 2019,three,corner,0.81,11.24,13.83,,normal,1.32,18.35,13.82
Sat Nov 23 12:56:50 2019,three,corner,0.82,11.35,13.82,,normal,1.32,18.35,13.81
Sat Nov 23 12:56:51 2019,three,corner,0.8,11.11,13.84,,normal,1.33,18.35,13.8
Sat Nov 23 12:56:52 2019,three,corner,0.82,11.35,13.83,,normal,1.32,18.35,13.82
Sat Nov 23 12:56:53 2019,three,corner,0.8,11.1,13.8,,normal,1.31,18.21,13.82
Sat Nov 23 12:56:54 2019,three,corner,0.81,11.24,13.83,,normal,1.32,18.35,13.82
Sat Nov 23 12:56:55 2019,three,corner,0.81,11.23,13.83,,normal,1.33,18.48,13.82
Sat Nov 23 12:56:56 2019,three,corner,0.8,11.1,13.84,,normal,1.32,18.34,13.82
Sat Nov 23 12:56:57 2019,three,corner,0.81,11.23,13.82,,normal,1.33,18.48,13.83
Sat Nov 23 12:56:58 2019,three,corner,0.8,11.1,13.82,,normal,1.31,18.22,13.82
Sat Nov 23 12:56:59 2019,three,corner,0.8,11.1,13.83,,normal,1.33,18.48,13.81
Sat Nov 23 12:57:00 2019,three,corner,0.81,11.23,13.83,,normal,1.32,18.35,13.82
Sat Nov 23 12:57:01 2019,three,corner,0.8,11.1,13.82,,normal,1.32,18.34,13.84
Sat Nov 23 12:57:02 2019,three,corner,0.82,11.36,13.84,,normal,1.32,18.35,13.83
Sat Nov 23 12:57:03 2019,three,corner,0.82,11.36,13.82,,normal,1.33,18.47,13.82
Sat Nov 23 12:57:04 2019,three,corner,0.81,11.24,13.82,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:05 2019,three,corner,0.81,11.24,13.83,,normal,1.31,18.22,13.81
Sat Nov 23 12:57:06 2019,three,corner,0.8,11.11,13.82,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:07 2019,three,corner,0.81,11.23,13.82,,normal,1.31,18.22,13.84
Sat Nov 23 12:57:08 2019,three,corner,0.81,11.24,13.83,,normal,1.3,17.96,13.82
Sat Nov 23 12:57:09 2019,three,corner,0.8,11.1,13.83,,normal,1.31,18.09,13.81
Sat Nov 23 12:57:10 2019,three,corner,0.8,11.11,13.83,,normal,1.31,18.22,13.82
Sat Nov 23 12:57:11 2019,three,corner,0.81,11.23,13.81,,normal,1.31,18.22,13.82
Sat Nov 23 12:57:12 2019,three,corner,0.81,11.24,13.84,,normal,1.31,18.22,13.84
Sat Nov 23 12:57:13 2019,three,corner,0.81,11.24,13.83,,normal,1.31,18.21,13.83
Sat Nov 23 12:57:14 2019,three,corner,0.81,11.24,13.83,,normal,1.32,18.35,13.83
Sat Nov 23 12:57:15 2019,three,corner,0.8,11.11,13.83,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:16 2019,three,corner,0.8,11.1,13.83,,normal,1.3,18.09,13.82
Sat Nov 23 12:57:17 2019,three,corner,0.8,11.11,13.82,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:18 2019,three,corner,0.8,11.1,13.83,,normal,1.32,18.35,13.83
Sat Nov 23 12:57:19 2019,three,corner,0.8,11.11,13.82,,normal,1.31,18.22,13.85
Sat Nov 23 12:57:20 2019,three,corner,0.81,11.24,13.83,,normal,1.3,18.09,13.82
Sat Nov 23 12:57:21 2019,three,corner,0.8,11.1,13.83,,normal,1.3,18.08,13.83
Sat Nov 23 12:57:22 2019,three,corner,0.8,11.11,13.82,,normal,1.3,18.09,13.82
Sat Nov 23 12:57:23 2019,three,corner,0.81,11.24,13.84,,normal,1.3,18.08,13.82
Sat Nov 23 12:57:24 2019,three,corner,0.8,11.1,13.83,,normal,1.3,17.96,13.82
Sat Nov 23 12:57:25 2019,three,corner,0.81,11.24,13.83,,normal,1.3,18.09,13.84
Sat Nov 23 12:57:26 2019,three,corner,0.8,11.1,13.82,,normal,1.3,18.08,13.81
Sat Nov 23 12:57:27 2019,three,corner,0.8,11.11,13.83,,normal,1.3,17.96,13.82
Sat Nov 23 12:57:28 2019,three,corner,0.8,11.11,13.83,,normal,1.31,18.08,13.8
Sat Nov 23 12:57:29 2019,three,corner,0.81,11.24,13.82,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:30 2019,three,corner,0.82,11.35,13.82,,normal,1.31,18.22,13.85
Sat Nov 23 12:57:31 2019,three,corner,0.8,11.11,13.84,,normal,1.29,17.95,13.82
Sat Nov 23 12:57:32 2019,three,corner,0.8,11.11,13.82,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:33 2019,three,corner,0.79,10.99,13.83,,normal,1.31,18.22,13.82
Sat Nov 23 12:57:34 2019,three,corner,0.8,11.1,13.82,,normal,1.3,18.08,13.82
Sat Nov 23 12:57:35 2019,three,corner,0.81,11.23,13.83,,normal,1.31,18.22,13.83
Sat Nov 23 12:57:36 2019,three,corner,0.81,11.24,13.83,,normal,1.31,18.22,13.81
Sat Nov 23 12:57:37 2019,three,corner,0.8,11.1,13.85,,normal,1.3,18.09,13.83
Sat Nov 23 12:57:38 2019,three,corner,0.8,11.1,13.83,,normal,1.31,18.21,13.82
Sat Nov 23 12:57:39 2019,three,corner,0.78,10.86,13.84,,normal,1.29,17.95,13.83
Sat Nov 23 12:57:40 2019,three,corner,0.79,10.98,13.83,,normal,1.3,17.96,13.81
Sat Nov 23 12:57:41 2019,three,corner,0.79,10.98,13.83,,normal,1.29,17.96,13.83
Sat Nov 23 12:57:42 2019,three,corner,0.78,10.86,13.81,,normal,1.29,17.96,13.83
Sat Nov 23 12:57:43 2019,three,corner,0.8,11.1,13.82,,normal,1.3,18.09,13.84
Sat Nov 23 12:57:44 2019,three,corner,0.81,11.23,13.83,,normal,1.3,17.96,13.81
Sat Nov 23 12:57:45 2019,three,corner,0.8,11.11,13.82,,normal,1.29,17.96,13.83
Sat Nov 23 12:57:46 2019,three,corner,0.8,11.11,13.87,,normal,1.3,18.09,13.83
Sat Nov 23 12:57:47 2019,three,corner,0.8,11.11,13.8,,normal,1.3,18.08,13.82
Sat Nov 23 12:57:48 2019,three,corner,0.8,11.1,13.83,,normal,1.28,17.83,13.83
Sat Nov 23 12:57:49 2019,three,corner,0.8,11.1,13.83,,normal,1.3,17.96,13.82
Sat Nov 23 12:57:50 2019,three,corner,0.79,10.99,13.82,,normal,1.3,18.09,13.83
Sat Nov 23 12:57:51 2019,three,corner,0.79,10.99,13.83,,normal,1.29,17.95,13.84
Sat Nov 23 12:57:52 2019,three,corner,0.79,10.99,13.81,,normal,1.29,17.96,13.83
Sat Nov 23 12:57:53 2019,three,corner,0.8,11.11,13.8,,normal,1.28,17.83,13.84
Sat Nov 23 12:57:54 2019,three,corner,0.8,11.11,13.83,,normal,1.28,17.83,13.83
Sat Nov 23 12:57:56 2019,three,corner,0.8,11.1,13.83,,normal,1.29,17.95,13.83
Sat Nov 23 12:57:57 2019,three,corner,0.8,11.1,13.83,,normal,1.28,17.82,13.82
Sat Nov 23 12:57:58 2019,three,corner,0.79,10.99,13.81,,normal,1.3,17.95,13.81
Sat Nov 23 12:57:59 2019,three,corner,0.79,10.99,13.83,,normal,1.29,17.95,13.83
Sat Nov 23 12:58:00 2019,three,corner,0.79,10.99,13.83,,normal,1.3,18.09,13.82
Sat Nov 23 12:58:01 2019,three,corner,0.8,11.1,13.83,,normal,1.3,18.09,13.82
Sat Nov 23 12:58:02 2019,three,corner,0.79,10.99,13.82,,normal,1.3,18.08,13.83
Sat Nov 23 12:58:03 2019,three,corner,0.79,10.98,13.82,,normal,1.29,17.95,13.85
Sat Nov 23 12:58:04 2019,three,corner,0.8,11.11,13.82,,normal,1.29,17.96,13.84
Sat Nov 23 12:58:05 2019,three,corner,0.8,11.11,13.82,,normal,1.29,17.82,13.8
Sat Nov 23 12:58:06 2019,three,corner,0.8,11.11,13.81,,normal,1.28,17.7,13.83
Sat Nov 23 12:58:07 2019,three,corner,0.79,10.98,13.82,,normal,1.29,17.83,13.8
Sat Nov 23 12:58:08 2019,three,corner,0.79,10.98,13.82,,normal,1.3,17.96,13.81
Sat Nov 23 12:58:09 2019,three,corner,0.79,10.98,13.82,,normal,1.29,17.95,13.82
Sat Nov 23 12:58:10 2019,three,corner,0.8,11.11,13.82,,normal,1.28,17.83,13.84
Sat Nov 23 12:58:11 2019,three,corner,0.8,11.11,13.83,,normal,1.29,17.96,13.83
Sat Nov 23 12:58:12 2019,three,corner,0.79,10.98,13.82,,normal,1.28,17.7,13.82
Sat Nov 23 12:58:13 2019,three,corner,0.79,10.98,13.83,,normal,1.28,17.7,13.81
Sat Nov 23 12:58:14 2019,three,corner,0.78,10.86,13.84,,normal,1.29,17.83,13.82
Sat Nov 23 12:58:15 2019,three,corner,0.77,10.74,13.81,,normal,1.29,17.82,13.81
Sat Nov 23 12:58:16 2019,three,corner,0.79,10.98,13.82,,normal,1.28,17.82,13.84
Sat Nov 23 12:58:17 2019,three,corner,0.8,11.11,13.82,,normal,1.3,17.96,13.82
Sat Nov 23 12:58:18 2019,three,corner,0.79,10.98,13.83,,normal,1.29,17.83,13.79
Sat Nov 23 12:58:19 2019,three,corner,0.79,10.98,13.82,,normal,1.28,17.83,13.83
Sat Nov 23 12:58:20 2019,three,corner,0.79,10.98,13.83,,normal,1.28,17.7,13.82
Sat Nov 23 12:58:21 2019,three,corner,0.77,10.74,13.82,,normal,1.28,17.7,13.82
Sat Nov 23 12:58:22 2019,three,corner,0.79,10.98,13.82,,normal,1.28,17.83,13.83
Sat Nov 23 12:58:23 2019,three,corner,0.78,10.86,13.82,,normal,1.28,17.82,13.83
Sat Nov 23 12:58:24 2019,three,corner,0.78,10.85,13.82,,normal,1.29,17.82,13.8
Sat Nov 23 12:58:25 2019,three,corner,0.79,10.98,13.83,,normal,1.28,17.7,13.83
Sat Nov 23 12:58:26 2019,three,corner,0.78,10.86,13.83,,normal,1.28,17.7,13.81
Sat Nov 23 12:58:27 2019,three,corner,0.78,10.86,13.82,,normal,1.27,17.57,13.83
Sat Nov 23 12:58:28 2019,three,corner,0.77,10.74,13.82,,normal,1.27,17.57,13.81
Sat Nov 23 12:58:29 2019,three,corner,0.78,10.86,13.8,,normal,1.28,17.7,13.81
Sat Nov 23 12:58:30 2019,three,corner,0.77,10.74,13.82,,normal,1.27,17.57,13.81
Sat Nov 23 12:58:31 2019,three,corner,0.78,10.86,13.82,,normal,1.26,17.44,13.82
Sat Nov 23 12:58:32 2019,three,corner,0.77,10.73,13.83,,normal,1.26,17.44,13.83
Sat Nov 23 12:58:33 2019,three,corner,0.77,10.74,13.81,,normal,1.26,17.43,13.81
Sat Nov 23 12:58:34 2019,three,corner,0.77,10.74,13.83,,normal,1.27,17.57,13.82
Sat Nov 23 12:58:35 2019,three,corner,0.77,10.73,13.82,,normal,1.25,17.31,13.8
Sat Nov 23 12:58:36 2019,three,corner,0.77,10.73,13.83,,normal,1.25,17.3,13.83
Sat Nov 23 12:58:37 2019,three,corner,0.78,10.85,13.83,,normal,1.26,17.44,13.83
Sat Nov 23 12:58:38 2019,three,corner,0.76,10.6,13.82,,normal,1.25,17.31,13.8
Sat Nov 23 12:58:39 2019,three,corner,0.78,10.85,13.82,,normal,1.26,17.44,13.82
Sat Nov 23 12:58:40 2019,three,corner,0.77,10.73,13.83,,normal,1.26,17.44,13.83
Sat Nov 23 12:58:41 2019,three,corner,0.77,10.73,13.8,,normal,1.25,17.3,13.82
Sat Nov 23 12:58:42 2019,three,corner,0.78,10.86,13.82,,normal,1.27,17.56,13.82
Sat Nov 23 12:58:43 2019,three,corner,0.76,10.6,13.82,,normal,1.27,17.56,13.8
Sat Nov 23 12:58:44 2019,three,corner,0.78,10.85,13.83,,normal,1.27,17.57,13.82
Sat Nov 23 12:58:45 2019,three,corner,0.77,10.74,13.82,,normal,1.26,17.44,13.82
Sat Nov 23 12:58:46 2019,three,corner,0.79,10.98,13.79,,normal,1.27,17.57,13.81
Sat Nov 23 12:58:47 2019,three,corner,0.78,10.85,13.81,,normal,1.27,17.57,13.82
Sat Nov 23 12:58:48 2019,three,corner,0.78,10.86,13.78,,normal,1.27,17.57,13.8
Sat Nov 23 12:58:49 2019,three,corner,0.79,10.98,13.81,,normal,1.26,17.44,13.82
Sat Nov 23 12:58:50 2019,three,corner,0.77,10.73,13.82,,normal,1.26,17.43,13.81
Sat Nov 23 12:58:51 2019,three,corner,0.78,10.86,13.82,,normal,1.26,17.44,13.82
Sat Nov 23 12:58:52 2019,three,corner,0.79,10.99,13.82,,normal,1.26,17.43,13.82
Sat Nov 23 12:58:53 2019,three,corner,0.77,10.74,13.84,,normal,1.28,17.7,13.82
Sat Nov 23 12:58:54 2019,three,corner,0.77,10.73,13.79,,normal,1.26,17.43,13.82
Sat Nov 23 12:58:55 2019,three,corner,0.78,10.85,13.82,,normal,1.27,17.57,13.82
Sat Nov 23 12:58:56 2019,three,corner,0.78,10.86,13.83,,normal,1.27,17.57,13.83
Sat Nov 23 12:58:57 2019,three,corner,0.77,10.73,13.81,,normal,1.27,17.57,13.8
Sat Nov 23 12:58:58 2019,three,corner,0.78,10.86,13.84,,normal,1.27,17.56,13.82
Sat Nov 23 12:58:59 2019,three,corner,0.78,10.85,13.81,,normal,1.27,17.56,13.82
Sat Nov 23 12:59:00 2019,three,corner,0.78,10.85,13.82,,normal,1.27,17.57,13.81
Sat Nov 23 12:59:01 2019,three,corner,0.77,10.74,13.82,,normal,1.26,17.43,13.81
Sat Nov 23 12:59:02 2019,three,corner,0.78,10.86,13.83,,normal,1.26,17.56,13.83
Sat Nov 23 12:59:03 2019,three,corner,0.79,10.98,13.82,,normal,1.26,17.44,13.84
Sat Nov 23 12:59:04 2019,three,corner,0.77,10.73,13.82,,normal,1.28,17.69,13.82
Sat Nov 23 12:59:05 2019,three,corner,0.78,10.85,13.81,,normal,1.27,17.57,13.84
Sat Nov 23 12:59:06 2019,three,corner,0.78,10.86,13.8,,normal,1.27,17.57,13.84
Sat Nov 23 12:59:07 2019,three,corner,0.77,10.74,13.83,,normal,1.26,17.43,13.79
Sat Nov 23 12:59:08 2019,three,corner,0.77,10.73,13.81,,normal,1.25,17.31,13.83
Sat Nov 23 12:59:09 2019,three,corner,0.76,10.6,13.81,,normal,1.25,17.3,13.81
Sat Nov 23 12:59:10 2019,three,corner,0.75,10.48,13.81,,normal,1.26,17.44,13.82
Sat Nov 23 12:59:11 2019,three,corner,0.77,10.74,13.8,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:12 2019,three,corner,0.76,10.6,13.83,,normal,1.24,17.17,13.81
Sat Nov 23 12:59:13 2019,three,corner,0.76,10.61,13.81,,normal,1.24,17.17,13.8
Sat Nov 23 12:59:14 2019,three,corner,0.77,10.74,13.83,,normal,1.25,17.3,13.8
Sat Nov 23 12:59:15 2019,three,corner,0.78,10.85,13.8,,normal,1.25,17.3,13.78
Sat Nov 23 12:59:16 2019,three,corner,0.77,10.73,13.82,,normal,1.26,17.43,13.83
Sat Nov 23 12:59:17 2019,three,corner,0.78,10.85,13.82,,normal,1.25,17.31,13.81
Sat Nov 23 12:59:18 2019,three,corner,0.76,10.6,13.84,,normal,1.25,17.31,13.82
Sat Nov 23 12:59:19 2019,three,corner,0.76,10.61,13.8,,normal,1.25,17.31,13.81
Sat Nov 23 12:59:20 2019,three,corner,0.75,10.48,13.82,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:22 2019,three,corner,0.75,10.48,13.81,,normal,1.24,17.17,13.83
Sat Nov 23 12:59:23 2019,three,corner,0.77,10.73,13.83,,normal,1.23,17.04,13.82
Sat Nov 23 12:59:24 2019,three,corner,0.76,10.61,13.8,,normal,1.23,17.04,13.8
Sat Nov 23 12:59:25 2019,three,corner,0.76,10.61,13.82,,normal,1.24,17.17,13.8
Sat Nov 23 12:59:26 2019,three,corner,0.77,10.74,13.82,,normal,1.24,17.17,13.83
Sat Nov 23 12:59:27 2019,three,corner,0.75,10.48,13.82,,normal,1.25,17.3,13.83
Sat Nov 23 12:59:28 2019,three,corner,0.76,10.6,13.82,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:29 2019,three,corner,0.77,10.73,13.81,,normal,1.25,17.3,13.81
Sat Nov 23 12:59:30 2019,three,corner,0.77,10.73,13.82,,normal,1.24,17.17,13.82
Sat Nov 23 12:59:31 2019,three,corner,0.76,10.6,13.84,,normal,1.25,17.31,13.84
Sat Nov 23 12:59:32 2019,three,corner,0.76,10.6,13.81,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:33 2019,three,corner,0.76,10.6,13.82,,normal,1.26,17.43,13.83
Sat Nov 23 12:59:34 2019,three,corner,0.74,10.23,13.81,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:35 2019,three,corner,0.75,10.35,13.81,,normal,1.25,17.3,13.8
Sat Nov 23 12:59:36 2019,three,corner,0.74,10.23,13.82,,normal,1.25,17.3,13.82
Sat Nov 23 12:59:37 2019,three,corner,0.74,10.35,13.82,,normal,1.25,17.3,13.81
Sat Nov 23 12:59:38 2019,three,corner,0.75,10.36,13.8,,normal,1.26,17.44,13.82
Sat Nov 23 12:59:39 2019,three,corner,0.74,10.23,13.81,,normal,1.27,17.56,13.82
Sat Nov 23 12:59:40 2019,three,corner,0.75,10.36,13.82,,normal,1.27,17.69,13.83
Sat Nov 23 12:59:41 2019,three,corner,0.6,8.35,13.77,,normal,1.27,17.57,13.82
Sat Nov 23 12:59:42 2019,three,corner,0.39,5.35,13.67,,normal,1.27,17.57,13.81
Sat Nov 23 12:59:43 2019,three,corner,0.48,6.72,13.74,,normal,1.26,17.43,13.8
Sat Nov 23 12:59:44 2019,three,corner,0.57,7.84,13.76,,normal,1.25,17.3,13.83
Sat Nov 23 12:59:45 2019,three,corner,0.57,7.85,13.76,,normal,1.24,17.17,13.81
Sat Nov 23 12:59:46 2019,three,corner,0.55,7.6,13.74,,normal,1.26,17.43,13.82
Sat Nov 23 12:59:47 2019,three,corner,0.56,7.73,13.75,,normal,1.24,17.18,13.84
Sat Nov 23 12:59:48 2019,three,corner,0.66,9.23,13.79,,normal,1.23,17.04,13.81
Sat Nov 23 12:59:49 2019,three,corner,0.66,9.22,13.8,,normal,1.23,17.04,13.82
Sat Nov 23 12:59:50 2019,three,corner,0.43,5.98,13.7,,normal,1.22,16.91,13.81
Sat Nov 23 12:59:51 2019,three,corner,0.54,7.48,13.74,,normal,1.21,16.78,13.8
Sat Nov 23 12:59:52 2019,three,corner,0.4,5.6,13.67,,normal,1.2,16.65,13.84
Sat Nov 23 12:59:53 2019,three,center,0.48,6.59,13.72,,normal,1.23,17.04,13.82
Sat Nov 23 12:59:54 2019,three,center,0.49,6.72,13.72,,normal,1.22,16.91,13.82
Sat Nov 23 12:59:55 2019,three,center,0.66,9.1,13.78,,normal,1.22,16.91,13.8
Sat Nov 23 12:59:56 2019,three,center,0.57,7.85,13.76,,normal,1.23,17.04,13.8
Sat Nov 23 12:59:57 2019,three,center,0.57,7.97,13.76,,normal,1.23,17.04,13.82
Sat Nov 23 12:59:58 2019,three,center,0.58,8.1,13.76,,normal,1.24,17.17,13.81
Sat Nov 23 12:59:59 2019,three,center,0.6,8.35,13.78,,normal,1.24,17.17,13.81
Sat Nov 23 13:00:00 2019,three,center,0.62,8.6,13.76,,normal,1.24,17.18,13.82
Sat Nov 23 13:00:01 2019,three,center,0.6,8.34,13.76,,normal,1.25,17.31,13.83
Sat Nov 23 13:00:02 2019,three,center,0.54,7.47,13.74,,normal,1.23,17.04,13.81
Sat Nov 23 13:00:03 2019,three,center,0.51,7.1,13.73,,normal,1.23,17.04,13.82
Sat Nov 23 13:00:04 2019,three,center,0.55,7.6,13.75,,normal,1.24,17.18,13.82
Sat Nov 23 13:00:05 2019,three,center,0.59,8.22,13.74,,normal,1.24,17.17,13.83
Sat Nov 23 13:00:06 2019,three,center,0.58,8.09,13.75,,normal,1.27,17.57,13.81
Sat Nov 23 13:00:07 2019,three,center,0.6,8.34,13.76,,normal,1.25,17.3,13.83
Sat Nov 23 13:00:08 2019,three,center,0.59,8.22,13.76,,normal,1.26,17.43,13.8
Sat Nov 23 13:00:09 2019,three,center,0.63,8.72,13.8,,normal,1.27,17.57,13.81
Sat Nov 23 13:00:10 2019,three,center,0.61,8.47,13.77,,normal,1.28,17.7,13.82
Sat Nov 23 13:00:11 2019,three,center,0.63,8.72,13.76,,normal,1.28,17.7,13.83
Sat Nov 23 13:00:12 2019,three,center,0.63,8.72,13.78,,normal,1.27,17.56,13.82
Sat Nov 23 13:00:13 2019,three,center,0.62,8.6,13.77,,normal,1.27,17.57,13.84
Sat Nov 23 13:00:14 2019,three,center,0.61,8.47,13.76,,normal,1.28,17.69,13.81
Sat Nov 23 13:00:15 2019,three,center,0.62,8.6,13.77,,normal,1.27,17.57,13.83
Sat Nov 23 13:00:16 2019,three,center,0.61,8.47,13.76,,normal,1.27,17.57,13.82
Sat Nov 23 13:00:17 2019,three,center,0.61,8.47,13.77,,normal,1.27,17.7,13.84
Sat Nov 23 13:00:18 2019,three,center,0.62,8.6,13.78,,normal,1.26,17.44,13.82
Sat Nov 23 13:00:19 2019,three,center,0.62,8.6,13.76,,normal,1.26,17.43,13.83
Sat Nov 23 13:00:20 2019,three,center,0.62,8.59,13.77,,normal,0.8,11.55,14.34
Sat Nov 23 13:00:21 2019,three,center,0.61,8.47,13.75,,normal,1.25,17.3,13.77
Sat Nov 23 13:00:22 2019,three,center,0.61,8.47,13.77,,normal,1.26,17.44,13.81
Sat Nov 23 13:00:23 2019,three,center,0.61,8.47,13.76,,normal,1.25,17.31,13.82
Sat Nov 23 13:00:24 2019,three,center,0.6,8.35,13.77,,normal,1.24,17.17,13.83
Sat Nov 23 13:00:25 2019,three,center,0.6,8.34,13.77,,normal,1.24,17.17,13.82
Sat Nov 23 13:00:26 2019,three,center,0.61,8.47,13.78,,normal,1.22,16.91,13.82
Sat Nov 23 13:00:27 2019,three,center,0.6,8.34,13.76,,normal,1.23,17.04,13.81
Sat Nov 23 13:00:28 2019,three,center,0.6,8.34,13.75,,normal,1.22,16.91,13.81
Sat Nov 23 13:00:29 2019,three,center,0.58,8.09,13.78,,normal,1.21,16.78,13.8
Sat Nov 23 13:00:30 2019,three,center,0.6,8.35,13.76,,normal,1.22,16.92,13.82
Sat Nov 23 13:00:31 2019,three,center,0.6,8.34,13.77,,normal,0.25,3.62,14.15
Sat Nov 23 13:00:32 2019,three,center,0.58,8.09,13.76,,normal,1.16,16.65,14.35
Sat Nov 23 13:00:33 2019,three,center,0.58,8.09,13.76,,normal,1.18,16.39,13.8
Sat Nov 23 13:00:34 2019,three,center,0.58,8.09,13.76,,normal,1.2,16.65,13.82
Sat Nov 23 13:00:35 2019,three,center,0.58,8.1,13.77,,normal,1.19,16.52,13.81
Sat Nov 23 13:00:36 2019,three,center,0.58,8.09,13.77,,normal,1.2,16.65,13.82
Sat Nov 23 13:00:37 2019,three,center,0.58,8.09,13.76,,normal,1.19,16.52,13.8
Sat Nov 23 13:00:38 2019,three,center,0.59,8.22,13.76,,normal,1.19,16.52,13.8
Sat Nov 23 13:00:39 2019,three,center,0.58,8.09,13.78,,normal,1.19,16.52,13.81
Sat Nov 23 13:00:40 2019,three,center,0.59,8.23,13.74,,normal,1.2,16.65,13.8
Sat Nov 23 13:00:41 2019,three,center,0.57,7.97,13.76,,normal,1.2,16.65,13.84
Sat Nov 23 13:00:42 2019,three,center,0.58,8.09,13.76,,normal,1.2,16.65,13.82
Sat Nov 23 13:00:43 2019,three,center,0.59,8.22,13.76,,normal,1.21,16.78,13.82
Sat Nov 23 13:00:44 2019,three,center,0.59,8.22,13.76,,normal,1.21,16.78,13.81
Sat Nov 23 13:00:45 2019,three,center,0.6,8.34,13.75,,normal,1.22,16.92,13.8
Sat Nov 23 13:00:46 2019,three,center,0.59,8.23,13.78,,normal,1.22,16.91,13.79
Sat Nov 23 13:00:47 2019,three,center,0.59,8.22,13.75,,normal,1.22,16.91,13.85
Sat Nov 23 13:00:48 2019,three,center,0.6,8.34,13.77,,normal,1.22,16.91,13.81
Sat Nov 23 13:00:49 2019,three,center,0.58,8.09,13.77,,normal,1.21,16.78,13.82
Sat Nov 23 13:00:50 2019,three,center,0.58,8.09,13.76,,normal,1.2,16.65,13.82
Sat Nov 23 13:00:51 2019,three,center,0.59,8.22,13.75,,normal,1.21,16.78,13.83
Sat Nov 23 13:00:52 2019,three,center,0.58,8.09,13.75,,normal,1.2,16.65,13.8
Sat Nov 23 13:00:53 2019,three,center,0.59,8.22,13.75,,normal,1.2,16.65,13.82
Sat Nov 23 13:00:54 2019,three,center,0.59,8.22,13.75,,normal,1.21,16.77,13.81
Sat Nov 23 13:00:55 2019,three,center,0.58,8.09,13.74,,normal,1.21,16.78,13.82
Sat Nov 23 13:00:56 2019,three,center,0.58,8.09,13.78,,normal,1.21,16.78,13.8
Sat Nov 23 13:00:57 2019,three,center,0.58,8.09,13.76,,normal,1.21,16.78,13.83
Sat Nov 23 13:00:58 2019,three,center,0.58,8.1,13.75,,normal,1.2,16.65,13.79
Sat Nov 23 13:00:59 2019,three,center,0.59,8.22,13.74,,normal,1.2,16.64,13.81
Sat Nov 23 13:01:00 2019,three,center,0.58,8.09,13.75,,normal,1.21,16.77,13.8
Sat Nov 23 13:01:01 2019,three,center,0.57,7.97,13.76,,normal,1.19,16.52,13.83
Sat Nov 23 13:01:02 2019,three,center,0.57,7.96,13.75,,normal,1.19,16.52,13.81
Sat Nov 23 13:01:03 2019,three,center,0.57,7.84,13.76,,normal,1.2,16.64,13.8
Sat Nov 23 13:01:05 2019,three,center,0.57,7.84,13.75,,normal,1.19,16.51,13.8
Sat Nov 23 13:01:06 2019,three,center,0.57,7.84,13.76,,normal,1.19,16.52,13.79
Sat Nov 23 13:01:07 2019,three,center,0.58,7.97,13.74,,normal,1.16,16.12,13.81
Sat Nov 23 13:01:08 2019,three,center,0.57,7.84,13.75,,normal,1.16,16.12,13.8
Sat Nov 23 13:01:09 2019,three,center,0.57,7.84,13.74,,normal,1.15,15.99,13.82
Sat Nov 23 13:01:10 2019,three,center,0.56,7.71,13.74,,normal,1.15,15.99,13.8
Sat Nov 23 13:01:11 2019,three,center,0.57,7.84,13.76,,normal,1.15,15.99,13.82
Sat Nov 23 13:01:12 2019,three,center,0.57,7.97,13.75,,normal,1.14,15.87,13.82
Sat Nov 23 13:01:13 2019,three,center,0.57,7.84,13.76,,normal,1.16,16.12,13.82
Sat Nov 23 13:01:14 2019,three,center,0.58,7.97,13.74,,normal,1.1,15.86,14.38
Sat Nov 23 13:01:15 2019,three,center,0.57,7.97,13.75,,normal,1.17,16.12,13.77
Sat Nov 23 13:01:16 2019,three,center,0.57,7.84,13.74,,normal,1.17,16.25,13.81
Sat Nov 23 13:01:17 2019,three,center,0.57,7.84,13.76,,normal,1.18,16.39,13.82
Sat Nov 23 13:01:18 2019,three,center,0.58,8.09,13.74,,normal,1.18,16.38,13.81
Sat Nov 23 13:01:19 2019,three,center,0.57,7.97,13.75,,normal,1.19,16.52,13.81
Sat Nov 23 13:01:20 2019,three,center,0.57,7.84,13.75,,normal,1.18,16.38,13.81
Sat Nov 23 13:01:21 2019,three,center,0.57,7.97,13.76,,normal,1.18,16.38,13.83
Sat Nov 23 13:01:22 2019,three,center,0.57,7.97,13.75,,normal,1.18,16.38,13.84
Sat Nov 23 13:01:23 2019,three,center,0.57,7.96,13.76,,normal,1.18,16.38,13.8
