,Condition,Date/Time,current,power,voltage
455,normal,Wed Nov  6 19:48:33 2019,0.11,1.59,14.31
456,normal,Wed Nov  6 19:48:34 2019,0.11,1.59,14.32
457,normal,Wed Nov  6 19:48:35 2019,0.1,1.45,14.32
458,normal,Wed Nov  6 19:48:36 2019,0.11,1.59,14.32
459,normal,Wed Nov  6 19:48:37 2019,0.08,1.19,14.32
460,normal,Wed Nov  6 19:48:38 2019,0.09,1.32,14.32
461,normal,Wed Nov  6 19:48:39 2019,0.11,1.59,14.33
462,normal,Wed Nov  6 19:48:40 2019,0.12,1.72,14.33
463,normal,Wed Nov  6 19:48:41 2019,0.08,1.19,14.32
464,normal,Wed Nov  6 19:48:42 2019,0.09,1.32,14.32
465,normal,Wed Nov  6 19:48:43 2019,0.09,1.32,14.34
466,normal,Wed Nov  6 19:48:44 2019,0.09,1.32,14.31
467,normal,Wed Nov  6 19:48:45 2019,0.1,1.45,14.32
468,normal,Wed Nov  6 19:48:46 2019,0.1,1.45,14.32
469,normal,Wed Nov  6 19:48:47 2019,0.1,1.45,14.31
470,normal,Wed Nov  6 19:48:48 2019,0.09,1.32,14.31
471,normal,Wed Nov  6 19:48:49 2019,0.12,1.72,14.31
472,normal,Wed Nov  6 19:48:50 2019,0.1,1.45,14.31
473,normal,Wed Nov  6 19:48:51 2019,0.1,1.45,14.32
474,normal,Wed Nov  6 19:48:52 2019,0.08,1.19,14.32
475,normal,Wed Nov  6 19:48:53 2019,0.1,1.45,14.31
476,normal,Wed Nov  6 19:48:54 2019,0.09,1.32,14.31
477,normal,Wed Nov  6 19:48:55 2019,0.12,1.72,14.31
478,normal,Wed Nov  6 19:48:56 2019,0.1,1.45,14.32
479,normal,Wed Nov  6 19:48:57 2019,0.08,1.19,14.31
480,normal,Wed Nov  6 19:48:58 2019,0.12,1.72,14.32
481,normal,Wed Nov  6 19:48:59 2019,0.09,1.32,14.29
482,normal,Wed Nov  6 19:49:00 2019,0.1,1.45,14.31
483,normal,Wed Nov  6 19:49:01 2019,0.08,1.19,14.32
484,normal,Wed Nov  6 19:49:02 2019,0.11,1.59,14.3
485,normal,Wed Nov  6 19:49:03 2019,0.12,1.85,14.34
486,normal,Wed Nov  6 19:49:04 2019,0.09,1.32,14.32
487,normal,Wed Nov  6 19:49:05 2019,0.09,1.32,14.31
488,normal,Wed Nov  6 19:49:06 2019,0.12,1.72,14.31
489,normal,Wed Nov  6 19:49:07 2019,0.1,1.45,14.31
490,normal,Wed Nov  6 19:49:08 2019,0.1,1.45,14.31
491,normal,Wed Nov  6 19:49:09 2019,0.12,1.72,14.31
492,normal,Wed Nov  6 19:49:10 2019,0.1,1.45,14.31
493,normal,Wed Nov  6 19:49:11 2019,0.11,1.59,14.33
494,normal,Wed Nov  6 19:49:12 2019,0.12,1.85,14.33
495,normal,Wed Nov  6 19:49:13 2019,0.11,1.59,14.32
496,normal,Wed Nov  6 19:49:14 2019,0.1,1.45,14.31
497,normal,Wed Nov  6 19:49:15 2019,0.1,1.45,14.32
498,normal,Wed Nov  6 19:49:16 2019,0.1,1.45,14.31
499,normal,Wed Nov  6 19:49:17 2019,0.11,1.59,14.31
500,normal,Wed Nov  6 19:49:18 2019,0.11,1.59,14.32
501,normal,Wed Nov  6 19:49:19 2019,0.1,1.45,14.33
502,normal,Wed Nov  6 19:49:20 2019,0.12,1.72,14.34
503,normal,Wed Nov  6 19:49:21 2019,0.12,1.72,14.33
504,normal,Wed Nov  6 19:49:22 2019,0.12,1.72,14.33
505,normal,Wed Nov  6 19:49:23 2019,0.1,1.45,14.33
506,normal,Wed Nov  6 19:49:24 2019,0.11,1.59,14.31
507,normal,Wed Nov  6 19:49:25 2019,0.12,1.72,14.32
508,normal,Wed Nov  6 19:49:26 2019,0.12,1.85,14.34
509,normal,Wed Nov  6 19:49:27 2019,0.12,1.72,14.32
510,normal,Wed Nov  6 19:49:28 2019,0.12,1.72,14.33
511,normal,Wed Nov  6 19:49:29 2019,0.11,1.59,14.32
512,normal,Wed Nov  6 19:49:30 2019,0.11,1.59,14.32
513,normal,Wed Nov  6 19:49:31 2019,0.1,1.45,14.33
