,Condition,Date/Time,current,power,voltage
325,normal,Wed Nov  6 20:19:46 2019,0.29,4.29,14.61
326,normal,Wed Nov  6 20:19:47 2019,0.34,5.1,14.62
327,normal,Wed Nov  6 20:19:48 2019,0.34,4.96,14.61
328,normal,Wed Nov  6 20:19:49 2019,0.29,4.29,14.61
329,normal,Wed Nov  6 20:19:50 2019,0.3,4.43,14.66
330,normal,Wed Nov  6 20:19:51 2019,0.34,5.1,14.62
331,normal,Wed Nov  6 20:19:52 2019,0.32,4.7,14.61
332,normal,Wed Nov  6 20:19:53 2019,0.35,5.23,14.61
333,normal,Wed Nov  6 20:19:54 2019,0.31,4.56,14.62
334,normal,Wed Nov  6 20:19:55 2019,0.32,4.7,14.62
335,normal,Wed Nov  6 20:19:56 2019,0.31,4.56,14.63
336,normal,Wed Nov  6 20:19:57 2019,0.31,4.56,14.62
337,normal,Wed Nov  6 20:19:58 2019,0.34,5.1,14.62
338,normal,Wed Nov  6 20:19:59 2019,0.35,5.23,14.64
339,normal,Wed Nov  6 20:20:00 2019,0.3,4.43,14.62
340,normal,Wed Nov  6 20:20:01 2019,0.31,4.56,14.63
341,normal,Wed Nov  6 20:20:02 2019,0.32,4.7,14.62
342,normal,Wed Nov  6 20:20:03 2019,0.32,4.7,14.61
343,normal,Wed Nov  6 20:20:04 2019,0.33,4.96,14.62
344,normal,Wed Nov  6 20:20:05 2019,0.33,4.83,14.62
345,normal,Wed Nov  6 20:20:06 2019,0.31,4.56,14.6
346,normal,Wed Nov  6 20:20:07 2019,0.31,4.56,14.61
347,normal,Wed Nov  6 20:20:08 2019,0.3,4.43,14.62
348,normal,Wed Nov  6 20:20:09 2019,0.33,4.83,14.61
349,normal,Wed Nov  6 20:20:10 2019,0.32,4.7,14.6
350,normal,Wed Nov  6 20:20:11 2019,0.31,4.56,14.62
351,normal,Wed Nov  6 20:20:12 2019,0.32,4.7,14.62
352,normal,Wed Nov  6 20:20:13 2019,0.07,1.07,14.45
353,normal,Wed Nov  6 20:20:14 2019,0.33,4.96,14.61
354,normal,Wed Nov  6 20:20:15 2019,0.13,2.01,14.47
355,normal,Wed Nov  6 20:20:16 2019,0.06,0.93,14.45
356,normal,Wed Nov  6 20:20:17 2019,0.04,0.67,14.43
357,normal,Wed Nov  6 20:20:18 2019,0.1,1.47,14.42
358,normal,Wed Nov  6 20:20:19 2019,0.3,4.42,14.55
359,normal,Wed Nov  6 20:20:20 2019,0.15,2.27,14.51
360,normal,Wed Nov  6 20:20:21 2019,0.08,1.2,14.42
361,normal,Wed Nov  6 20:20:22 2019,0.26,3.88,14.57
362,normal,Wed Nov  6 20:20:23 2019,0.3,4.42,14.57
363,normal,Wed Nov  6 20:20:24 2019,0.26,3.88,14.58
364,normal,Wed Nov  6 20:20:26 2019,0.31,4.55,14.59
365,normal,Wed Nov  6 20:20:27 2019,0.26,3.88,14.58
366,normal,Wed Nov  6 20:20:28 2019,0.29,4.29,14.59
367,normal,Wed Nov  6 20:20:29 2019,0.28,4.15,14.58
368,normal,Wed Nov  6 20:20:30 2019,0.32,4.69,14.58
369,normal,Wed Nov  6 20:20:31 2019,0.26,3.88,14.59
370,normal,Wed Nov  6 20:20:32 2019,0.28,4.15,14.58
371,normal,Wed Nov  6 20:20:33 2019,0.29,4.29,14.57
372,normal,Wed Nov  6 20:20:34 2019,0.28,4.16,14.59
373,normal,Wed Nov  6 20:20:35 2019,0.3,4.42,14.57
374,normal,Wed Nov  6 20:20:36 2019,0.32,4.69,14.59
375,normal,Wed Nov  6 20:20:37 2019,0.27,4.02,14.59
376,normal,Wed Nov  6 20:20:38 2019,0.32,4.69,14.57
377,normal,Wed Nov  6 20:20:39 2019,0.29,4.29,14.59
378,normal,Wed Nov  6 20:20:40 2019,0.27,4.02,14.58
379,normal,Wed Nov  6 20:20:41 2019,0.29,4.29,14.58
380,normal,Wed Nov  6 20:20:42 2019,0.31,4.56,14.58
381,normal,Wed Nov  6 20:20:43 2019,0.28,4.15,14.58
382,normal,Wed Nov  6 20:20:44 2019,0.26,3.89,14.58
383,normal,Wed Nov  6 20:20:45 2019,0.3,4.42,14.59
384,normal,Wed Nov  6 20:20:46 2019,0.32,4.69,14.58
385,normal,Wed Nov  6 20:20:47 2019,0.32,4.69,14.57
386,normal,Wed Nov  6 20:20:48 2019,0.3,4.42,14.57
387,normal,Wed Nov  6 20:20:49 2019,0.31,4.55,14.58
388,normal,Wed Nov  6 20:20:50 2019,0.29,4.29,14.59
389,normal,Wed Nov  6 20:20:51 2019,0.32,4.69,14.59
390,normal,Wed Nov  6 20:20:52 2019,0.31,4.55,14.58
391,normal,Wed Nov  6 20:20:53 2019,0.25,3.75,14.58
392,normal,Wed Nov  6 20:20:54 2019,0.27,4.02,14.59
393,normal,Wed Nov  6 20:20:55 2019,0.31,4.56,14.58
394,normal,Wed Nov  6 20:20:56 2019,0.29,4.29,14.58
395,normal,Wed Nov  6 20:20:57 2019,0.28,4.15,14.58
396,normal,Wed Nov  6 20:20:58 2019,0.31,4.56,14.58
